time,SimpleDistrict_1_4_7_8_Power_W,SimpleDistrict_10_11_15_16_Power_W,SimpleDistrict_2_3_5_6_Power_W,SimpleDistrict_9_12_13_14_Power_W,T_amb,SimpleDistrict
12.02.2017 21:00,58491.9336,58491.9336,58491.9336,58491.9336,1.4,233967.7344
12.02.2017 22:00,43785.07096,43785.07096,43785.07096,43785.07096,1.6,175140.2838
12.02.2017 23:00,45607.93036,45607.93036,45607.93036,45607.93036,2,182431.7214
13.02.2017 00:00,36389.16732,36389.16732,36389.16732,36389.16732,2.3,145556.6693
13.02.2017 01:00,35031.37826,35031.37826,35031.37826,35031.37826,2.4,140125.513
13.02.2017 02:00,33955.10938,33955.10938,33955.10938,33955.10938,2.5,135820.4375
13.02.2017 03:00,33202.7487,33202.7487,33202.7487,33202.7487,2.6,132810.9948
13.02.2017 04:00,32718.71159,32718.71159,32718.71159,32718.71159,2.7,130874.8464
13.02.2017 05:00,32329.32617,32329.32617,32329.32617,32329.32617,2.8,129317.3047
13.02.2017 06:00,32043.67578,32043.67578,32043.67578,32043.67578,2.8,128174.7032
13.02.2017 07:00,2659.685221,2659.685221,2659.685221,2659.685221,3.5,10638.74088
13.02.2017 08:00,0,0,0,0,5.2,0
13.02.2017 09:00,0,0,0,0,6.7,0
13.02.2017 10:00,0,0,0,0,8,0
13.02.2017 11:00,0,0,0,0,8.7,0
13.02.2017 12:00,0,0,0,0,9.2,0
13.02.2017 13:00,0,0,0,0,9.5,0
13.02.2017 14:00,0,0,0,0,9.5,0
13.02.2017 15:00,0,0,0,0,8.8,0
13.02.2017 16:00,0,0,0,0,7.9,0
13.02.2017 17:00,49417.66472,49417.66472,49417.66472,49417.66472,7.3,197670.6589
13.02.2017 18:00,46465.0508,46465.0508,46465.0508,46465.0508,6.6,185860.2032
13.02.2017 19:00,45473.32944,45473.32944,45473.32944,45473.32944,6,181893.3178
13.02.2017 20:00,40728.11132,40728.11132,40728.11132,40728.11132,5.3,162912.4453
13.02.2017 21:00,37565.67708,37565.67708,37565.67708,37565.67708,4.7,150262.7083
13.02.2017 22:00,34498.68359,34498.68359,34498.68359,34498.68359,4,137994.7344
13.02.2017 23:00,26398.47494,26398.47494,26398.47494,26398.47494,2.9,105593.8997
14.02.2017 00:00,25032.64681,25032.64681,25032.64681,25032.64681,1.7,100130.5872
14.02.2017 01:00,26423.02832,26423.02832,26423.02832,26423.02832,0.4,105692.1133
14.02.2017 02:00,27673.20736,27673.20736,27673.20736,27673.20736,-0.3,110692.8294
14.02.2017 03:00,28751.25586,28751.25586,28751.25586,28751.25586,-1,115005.0234
14.02.2017 04:00,29745.82389,29745.82389,29745.82389,29745.82389,-1.7,118983.2956
14.02.2017 05:00,30854.56738,30854.56738,30854.56738,30854.56738,-2.2,123418.2695
14.02.2017 06:00,31762.16439,31762.16439,31762.16439,31762.16439,-2.7,127048.6576
14.02.2017 07:00,2690.582194,2690.582194,2690.582194,2690.582194,-2.8,10762.32878
14.02.2017 08:00,0,0,0,0,-2.8,0
14.02.2017 09:00,0,0,0,0,-2.7,0
14.02.2017 10:00,0,0,0,0,-2.7,0
14.02.2017 11:00,0,0,0,0,-2.7,0
14.02.2017 12:00,0,0,0,0,-2.8,0
14.02.2017 13:00,0,0,0,0,-2.9,0
14.02.2017 14:00,2206.128377,2206.128377,2206.128377,2206.128377,-3.2,8824.513509
14.02.2017 15:00,6288.763996,6288.763996,6288.763996,6288.763996,-3.6,25155.05601
14.02.2017 16:00,11056.10644,11056.10644,11056.10644,11056.10644,-3.7,44224.42578
14.02.2017 17:00,66196.44792,66196.44792,66196.44792,66196.44792,-4,264785.7917
14.02.2017 18:00,63530.75132,63530.75132,63530.75132,63530.75132,-4.4,254123.0053
14.02.2017 19:00,62638.74936,62638.74936,62638.74936,62638.74936,-4.8,250554.9974
14.02.2017 20:00,62391.7858,62391.7858,62391.7858,62391.7858,-5.2,249567.1432
14.02.2017 21:00,62327.83008,62327.83008,62327.83008,62327.83008,-5.5,249311.3203
14.02.2017 22:00,47120.18164,47120.18164,47120.18164,47120.18164,-4.8,188480.7266
14.02.2017 23:00,52092.33072,52092.33072,52092.33072,52092.33072,-4.8,208369.3229
15.02.2017 00:00,52357.16472,52357.16472,52357.16472,52357.16472,-4.6,209428.6589
15.02.2017 01:00,50238.22264,50238.22264,50238.22264,50238.22264,-4.5,200952.8907
15.02.2017 02:00,49032.98892,49032.98892,49032.98892,49032.98892,-4.4,196131.9557
15.02.2017 03:00,48200.88348,48200.88348,48200.88348,48200.88348,-4.4,192803.5339
15.02.2017 04:00,47545.66732,47545.66732,47545.66732,47545.66732,-4.3,190182.6693
15.02.2017 05:00,47011.56968,47011.56968,47011.56968,47011.56968,-4.3,188046.2789
15.02.2017 06:00,46645.02408,46645.02408,46645.02408,46645.02408,-4.2,186580.0963
15.02.2017 07:00,3867.216471,3867.216471,3867.216471,3867.216471,-4,15468.86588
15.02.2017 08:00,0,0,0,0,-3.7,0
15.02.2017 09:00,1436.164998,1436.164998,1436.164998,1436.164998,-3.2,5744.659999
15.02.2017 10:00,5440.65454,5440.65454,5440.65454,5440.65454,-3,21762.61816
15.02.2017 11:00,9478.150552,9478.150552,9478.150552,9478.150552,-2.9,37912.60225
15.02.2017 12:00,6218.067628,6218.067628,6218.067628,6218.067628,-0.9,24872.27051
15.02.2017 13:00,5106.374188,5106.374188,5106.374188,5106.374188,0.1,20425.49675
15.02.2017 14:00,6899.509032,6899.509032,6899.509032,6899.509032,0.5,27598.03613
15.02.2017 15:00,9432.556804,9432.556804,9432.556804,9432.556804,0.3,37730.22722
15.02.2017 16:00,14136.02328,14136.02328,14136.02328,14136.02328,-0.4,56544.0931
15.02.2017 17:00,66879.30272,66879.30272,66879.30272,66879.30272,0.2,267517.2109
15.02.2017 18:00,63511.70248,63511.70248,63511.70248,63511.70248,0.9,254046.8099
15.02.2017 19:00,61391.98112,61391.98112,61391.98112,61391.98112,1.5,245567.9245
15.02.2017 20:00,59970.17188,59970.17188,59970.17188,59970.17188,2.2,239880.6875
15.02.2017 21:00,58777.29492,58777.29492,58777.29492,58777.29492,2.8,235109.1797
15.02.2017 22:00,44174.27016,44174.27016,44174.27016,44174.27016,3.5,176697.0806
15.02.2017 23:00,46352.55664,46352.55664,46352.55664,46352.55664,3.4,185410.2266
16.02.2017 00:00,42567.3366,42567.3366,42567.3366,42567.3366,3.4,170269.3464
16.02.2017 01:00,40497.19596,40497.19596,40497.19596,40497.19596,3.4,161988.7838
16.02.2017 02:00,39017.70117,39017.70117,39017.70117,39017.70117,2.9,156070.8047
16.02.2017 03:00,37836.59245,37836.59245,37836.59245,37836.59245,3.2,151346.3698
16.02.2017 04:00,36421.48958,36421.48958,36421.48958,36421.48958,3.4,145685.9583
16.02.2017 05:00,35302.53906,35302.53906,35302.53906,35302.53906,3.4,141210.1563
16.02.2017 06:00,34513.41927,34513.41927,34513.41927,34513.41927,3.4,138053.6771
16.02.2017 07:00,2841.846029,2841.846029,2841.846029,2841.846029,3.5,11367.38412
16.02.2017 08:00,0,0,0,0,3.7,0
16.02.2017 09:00,0,0,0,0,3.8,0
16.02.2017 10:00,0,0,0,0,4,0
16.02.2017 11:00,0,0,0,0,4,0
16.02.2017 12:00,0,0,0,0,4.1,0
16.02.2017 13:00,0,0,0,0,4.2,0
16.02.2017 14:00,798.5199332,798.5199332,798.5199332,798.5199332,4.1,3194.103966
16.02.2017 15:00,3923.100505,3923.100505,3923.100505,3923.100505,4,15692.48202
16.02.2017 16:00,6348.153564,6348.153564,6348.153564,6348.153564,3.9,25392.65621
16.02.2017 17:00,60663.26496,60663.26496,60663.26496,60663.26496,4.1,242653.0844
16.02.2017 18:00,57822.77472,57822.77472,57822.77472,57822.77472,4.1,231291.1184
16.02.2017 19:00,56318.47072,56318.47072,56318.47072,56318.47072,4.4,225273.8978
16.02.2017 20:00,55363.72916,55363.72916,55363.72916,55363.72916,4.6,221454.9282
16.02.2017 21:00,54677.0918,54677.0918,54677.0918,54677.0918,4.6,218708.3757
16.02.2017 22:00,41217.45184,41217.45184,41217.45184,41217.45184,4,164869.8119
16.02.2017 23:00,38592.77995,38592.77995,38592.77995,38592.77995,5.2,154371.1335
17.02.2017 00:00,35149.05143,35149.05143,35149.05143,35149.05143,5.4,140596.2168
17.02.2017 01:00,33243.41927,33243.41927,33243.41927,33243.41927,5.4,132973.6849
17.02.2017 02:00,32019.3623,32019.3623,32019.3623,32019.3623,5.4,128077.4574
17.02.2017 03:00,31040.14584,31040.14584,31040.14584,31040.14584,5.5,124160.5902
17.02.2017 04:00,30148.46875,30148.46875,30148.46875,30148.46875,5.5,120593.8805
17.02.2017 05:00,29440.70345,29440.70345,29440.70345,29440.70345,5.6,117762.819
17.02.2017 06:00,28807.27344,28807.27344,28807.27344,28807.27344,5.6,115229.0986
17.02.2017 07:00,2373.937175,2373.937175,2373.937175,2373.937175,5.8,9495.749024
17.02.2017 08:00,0,0,0,0,6.1,0
17.02.2017 09:00,0,0,0,0,6.4,0
17.02.2017 10:00,0,0,0,0,6.7,0
17.02.2017 11:00,0,0,0,0,7,0
17.02.2017 12:00,0,0,0,0,7.1,0
17.02.2017 13:00,0,0,0,0,7.2,0
17.02.2017 14:00,0,0,0,0,7.3,0
17.02.2017 15:00,0,0,0,0,7.2,0
17.02.2017 16:00,0,0,0,0,7,0
17.02.2017 17:00,55390.23632,55390.23632,55390.23632,55390.23632,6.9,221560.9466
17.02.2017 18:00,52312.54492,52312.54492,52312.54492,52312.54492,6.6,209250.1804
17.02.2017 19:00,51610.11196,51610.11196,51610.11196,51610.11196,6.3,206440.4485
17.02.2017 20:00,51353.69792,51353.69792,51353.69792,51353.69792,5.8,205414.793
17.02.2017 21:00,48877.93424,48877.93424,48877.93424,48877.93424,6.1,195511.7394
17.02.2017 22:00,37688.12045,37688.12045,37688.12045,37688.12045,6.1,150752.4824
17.02.2017 23:00,29863.24642,29863.24642,29863.24642,29863.24642,5.2,119452.987
18.02.2017 00:00,29837.37468,29837.37468,29837.37468,29837.37468,4.2,119349.5
18.02.2017 01:00,29691.06315,29691.06315,29691.06315,29691.06315,3.4,118764.2542
18.02.2017 02:00,29596.94434,29596.94434,29596.94434,29596.94434,3,118387.7787
18.02.2017 03:00,29515.01465,29515.01465,29515.01465,29515.01465,2.5,118060.0589
18.02.2017 04:00,29583.79492,29583.79492,29583.79492,29583.79492,2.2,118335.1803
18.02.2017 05:00,29819.86719,29819.86719,29819.86719,29819.86719,1.8,119279.4694
18.02.2017 06:00,30155.61686,30155.61686,30155.61686,30155.61686,1.6,120622.4684
18.02.2017 07:00,2524.486817,2524.486817,2524.486817,2524.486817,1.3,10097.94743
18.02.2017 08:00,0,0,0,0,0.7,0
18.02.2017 09:00,0,0,0,0,1.1,0
18.02.2017 10:00,0,0,0,0,1,0
18.02.2017 11:00,0,0,0,0,0.8,0
18.02.2017 12:00,0,0,0,0,0.7,0
18.02.2017 13:00,147.9381511,147.9381511,147.9381511,147.9381511,0.6,591.7528281
18.02.2017 14:00,2677.725688,2677.725688,2677.725688,2677.725688,0.5,10710.90312
18.02.2017 15:00,6039.115968,6039.115968,6039.115968,6039.115968,0.9,24156.46446
18.02.2017 16:00,8617.297852,8617.297852,8617.297852,8617.297852,0.9,34469.19157
18.02.2017 17:00,64469.22136,64469.22136,64469.22136,64469.22136,0.5,257876.8854
18.02.2017 18:00,60623.7728,60623.7728,60623.7728,60623.7728,0,242495.0912
18.02.2017 19:00,59553.01564,59553.01564,59553.01564,59553.01564,-0.4,238212.0632
18.02.2017 20:00,59081.36132,59081.36132,59081.36132,59081.36132,-0.8,236325.4453
18.02.2017 21:00,58768.07356,58768.07356,58768.07356,58768.07356,-1.2,235072.2942
18.02.2017 22:00,44123.87564,44123.87564,44123.87564,44123.87564,-1.6,176495.5026
18.02.2017 23:00,48064.21096,48064.21096,48064.21096,48064.21096,-1.7,192256.8464
19.02.2017 00:00,45116.37044,45116.37044,45116.37044,45116.37044,-1.7,180465.4824
19.02.2017 01:00,43588.3034,43588.3034,43588.3034,43588.3034,-1.7,174353.2142
19.02.2017 02:00,42661.6022,42661.6022,42661.6022,42661.6022,-1.7,170646.4095
19.02.2017 03:00,42078.44272,42078.44272,42078.44272,42078.44272,-1.7,168313.7709
19.02.2017 04:00,41622.02736,41622.02736,41622.02736,41622.02736,-1.7,166488.1094
19.02.2017 05:00,41329.20768,41329.20768,41329.20768,41329.20768,-1.7,165316.832
19.02.2017 06:00,40959.95636,40959.95636,40959.95636,40959.95636,-1.7,163839.8261
19.02.2017 07:00,3326.612956,3326.612956,3326.612956,3326.612956,-0.6,13306.45182
19.02.2017 08:00,0,0,0,0,1.5,0
19.02.2017 09:00,0,0,0,0,3.7,0
19.02.2017 10:00,0,0,0,0,5.5,0
19.02.2017 11:00,0,0,0,0,7.2,0
19.02.2017 12:00,0,0,0,0,8.5,0
19.02.2017 13:00,0,0,0,0,9.1,0
19.02.2017 14:00,0,0,0,0,9.1,0
19.02.2017 15:00,0,0,0,0,8.4,0
19.02.2017 16:00,0,0,0,0,7,0
19.02.2017 17:00,42239.55404,42239.55404,42239.55404,42239.55404,6.9,168958.2162
19.02.2017 18:00,42846.3698,42846.3698,42846.3698,42846.3698,6.7,171385.4792
19.02.2017 19:00,37543.69271,37543.69271,37543.69271,37543.69271,6.6,150174.7708
19.02.2017 20:00,33692.62077,33692.62077,33692.62077,33692.62077,6.5,134770.4831
19.02.2017 21:00,30968.3942,30968.3942,30968.3942,30968.3942,6.4,123873.5768
19.02.2017 22:00,32108.63412,32108.63412,32108.63412,32108.63412,6.2,128434.5365
19.02.2017 23:00,22874.80957,22874.80957,22874.80957,22874.80957,6.1,91499.23829
20.02.2017 00:00,20695.58692,20695.58692,20695.58692,20695.58692,5.9,82782.34766
20.02.2017 01:00,19391.78255,19391.78255,19391.78255,19391.78255,5.7,77567.13021
20.02.2017 02:00,18782.58431,18782.58431,18782.58431,18782.58431,5.6,75130.33757
20.02.2017 03:00,19462.7526,19462.7526,19462.7526,19462.7526,5.5,77851.01074
20.02.2017 04:00,19979.22266,19979.22266,19979.22266,19979.22266,5.4,79916.89062
20.02.2017 05:00,20518.64942,20518.64942,20518.64942,20518.64942,5.3,82074.59766
20.02.2017 06:00,20910.92155,20910.92155,20910.92155,20910.92155,5.2,83643.68619
20.02.2017 07:00,1750.308919,1750.308919,1750.308919,1750.308919,5.7,7001.23584
20.02.2017 08:00,0,0,0,0,6.6,0
20.02.2017 09:00,0,0,0,0,7.5,0
20.02.2017 10:00,0,0,0,0,8.1,0
20.02.2017 11:00,0,0,0,0,8.7,0
20.02.2017 12:00,0,0,0,0,9,0
20.02.2017 13:00,0,0,0,0,9,0
20.02.2017 14:00,0,0,0,0,8.8,0
20.02.2017 15:00,0,0,0,0,8.2,0
20.02.2017 16:00,0,0,0,0,8,0
20.02.2017 17:00,44058.85676,44058.85676,44058.85676,44058.85676,7.6,176235.427
20.02.2017 18:00,44866.92644,44866.92644,44866.92644,44866.92644,7.5,179467.7058
20.02.2017 19:00,39674.00195,39674.00195,39674.00195,39674.00195,7.5,158696.0078
20.02.2017 20:00,35291.41862,35291.41862,35291.41862,35291.41862,7.5,141165.6745
20.02.2017 21:00,32227.59115,32227.59115,32227.59115,32227.59115,7.4,128910.3646
20.02.2017 22:00,32700.48633,32700.48633,32700.48633,32700.48633,7.4,130801.9453
20.02.2017 23:00,23562.74674,23562.74674,23562.74674,23562.74674,7.4,94250.98698
21.02.2017 00:00,21056.50716,21056.50716,21056.50716,21056.50716,7.5,84226.02864
21.02.2017 01:00,19434.09245,19434.09245,19434.09245,19434.09245,7.5,77736.36979
21.02.2017 02:00,18294.31152,18294.31152,18294.31152,18294.31152,7.6,73177.2461
21.02.2017 03:00,18488.89453,18488.89453,18488.89453,18488.89453,7.6,73955.57813
21.02.2017 04:00,18667.63216,18667.63216,18667.63216,18667.63216,7.7,74670.52864
21.02.2017 05:00,18769.47428,18769.47428,18769.47428,18769.47428,7.7,75077.89714
21.02.2017 06:00,18872.13119,18872.13119,18872.13119,18872.13119,7.8,75488.52475
21.02.2017 07:00,1529.066732,1529.066732,1529.066732,1529.066732,8.7,6116.266928
21.02.2017 08:00,0,0,0,0,10.6,0
21.02.2017 09:00,0,0,0,0,12.7,0
21.02.2017 10:00,0,0,0,0,13.9,0
21.02.2017 11:00,0,0,0,0,14.5,0
21.02.2017 12:00,0,0,0,0,14.7,0
21.02.2017 13:00,0,0,0,0,14.3,0
21.02.2017 14:00,0,0,0,0,14.1,0
21.02.2017 15:00,0,0,0,0,13.2,0
21.02.2017 16:00,0,0,0,0,12.5,0
21.02.2017 17:00,31907.97233,31907.97233,31907.97233,31907.97233,11.8,127631.8893
21.02.2017 18:00,25360.24219,25360.24219,25360.24219,25360.24219,11.6,101440.9688
21.02.2017 19:00,20944.361,20944.361,20944.361,20944.361,11.5,83777.44402
21.02.2017 20:00,18057.83301,18057.83301,18057.83301,18057.83301,11.3,72231.33203
21.02.2017 21:00,16779.84733,16779.84733,16779.84733,16779.84733,11.1,67119.38933
21.02.2017 22:00,23387.8763,23387.8763,23387.8763,23387.8763,11,93551.50522
21.02.2017 23:00,15262.07226,15262.07226,15262.07226,15262.07226,10.6,61048.28906
22.02.2017 00:00,13814.92497,13814.92497,13814.92497,13814.92497,10.2,55259.69987
22.02.2017 01:00,13004.11393,13004.11393,13004.11393,13004.11393,9.9,52016.45573
22.02.2017 02:00,12406.65414,12406.65414,12406.65414,12406.65414,9.7,49626.61654
22.02.2017 03:00,11964.979,11964.979,11964.979,11964.979,9.5,47859.91602
22.02.2017 04:00,11580.31722,11580.31722,11580.31722,11580.31722,9.4,46321.26888
22.02.2017 05:00,11335.82861,11335.82861,11335.82861,11335.82861,9.3,45343.31445
22.02.2017 06:00,11045.40983,11045.40983,11045.40983,11045.40983,9.3,44181.63933
22.02.2017 07:00,849.6973472,849.6973472,849.6973472,849.6973472,10.4,3398.789389
22.02.2017 08:00,0,0,0,0,10.6,0
22.02.2017 09:00,0,0,0,0,10.7,0
22.02.2017 10:00,0,0,0,0,12.1,0
22.02.2017 11:00,0,0,0,0,12.5,0
22.02.2017 12:00,0,0,0,0,12.8,0
22.02.2017 13:00,0,0,0,0,13.7,0
22.02.2017 14:00,0,0,0,0,14.5,0
22.02.2017 15:00,0,0,0,0,14.4,0
22.02.2017 16:00,0,0,0,0,14,0
22.02.2017 17:00,27952.17578,27952.17578,27952.17578,27952.17578,13.3,111808.7033
22.02.2017 18:00,19391.12532,19391.12532,19391.12532,19391.12532,12.7,77564.50162
22.02.2017 19:00,16456.60319,16456.60319,16456.60319,16456.60319,12.1,65826.41277
22.02.2017 20:00,14404.36735,14404.36735,14404.36735,14404.36735,11.5,57617.46956
22.02.2017 21:00,12954.91374,12954.91374,12954.91374,12954.91374,10.9,51819.65499
22.02.2017 22:00,21004.48324,21004.48324,21004.48324,21004.48324,10.3,84017.93294
22.02.2017 23:00,13105.41878,13105.41878,13105.41878,13105.41878,9.8,52421.67514
23.02.2017 00:00,12243.20931,12243.20931,12243.20931,12243.20931,9.1,48972.83725
23.02.2017 01:00,11941.56169,11941.56169,11941.56169,11941.56169,8.5,47766.24675
23.02.2017 02:00,11858.52669,11858.52669,11858.52669,11858.52669,8.1,47434.10677
23.02.2017 03:00,11780.52279,11780.52279,11780.52279,11780.52279,7.8,47122.09115
23.02.2017 04:00,11727.87972,11727.87972,11727.87972,11727.87972,7.5,46911.51888
23.02.2017 05:00,11809.21273,11809.21273,11809.21273,11809.21273,6.8,47236.85091
23.02.2017 06:00,11919.41716,11919.41716,11919.41716,11919.41716,7,47677.66879
23.02.2017 07:00,986.582682,986.582682,986.582682,986.582682,7.2,3946.330728
23.02.2017 08:00,0,0,0,0,7.4,0
23.02.2017 09:00,0,0,0,0,7.6,0
23.02.2017 10:00,0,0,0,0,7.7,0
23.02.2017 11:00,0,0,0,0,7.9,0
23.02.2017 12:00,0,0,0,0,8,0
23.02.2017 13:00,0,0,0,0,8,0
23.02.2017 14:00,0,0,0,0,7.9,0
23.02.2017 15:00,0,0,0,0,7.8,0
23.02.2017 16:00,0,0,0,0,7.6,0
23.02.2017 17:00,43911.48956,43911.48956,43911.48956,43911.48956,7.4,175645.9582
23.02.2017 18:00,40633.83332,40633.83332,40633.83332,40633.83332,6.9,162535.3333
23.02.2017 19:00,35542.96159,35542.96159,35542.96159,35542.96159,6.4,142171.8464
23.02.2017 20:00,32801.2513,32801.2513,32801.2513,32801.2513,5.9,131205.0052
23.02.2017 21:00,30825.46842,30825.46842,30825.46842,30825.46842,5.5,123301.8737
23.02.2017 22:00,33167.45736,33167.45736,33167.45736,33167.45736,5,132669.8294
23.02.2017 23:00,24872.12337,24872.12337,24872.12337,24872.12337,4.5,99488.49349
24.02.2017 00:00,22647.18327,22647.18327,22647.18327,22647.18327,4,90588.73307
24.02.2017 01:00,21379.0498,21379.0498,21379.0498,21379.0498,3.5,85516.19922
24.02.2017 02:00,21066.28418,21066.28418,21066.28418,21066.28418,3.2,84265.13672
24.02.2017 03:00,21992.7793,21992.7793,21992.7793,21992.7793,3,87971.11727
24.02.2017 04:00,22827.21224,22827.21224,22827.21224,22827.21224,2.8,91308.84896
24.02.2017 05:00,23639.18164,23639.18164,23639.18164,23639.18164,2.6,94556.72656
24.02.2017 06:00,24348.80566,24348.80566,24348.80566,24348.80566,2.6,97395.22274
24.02.2017 07:00,1984.145345,1984.145345,1984.145345,1984.145345,3.7,7936.581381
24.02.2017 08:00,0,0,0,0,5.4,0
24.02.2017 09:00,0,0,0,0,7.2,0
24.02.2017 10:00,0,0,0,0,8.8,0
24.02.2017 11:00,0,0,0,0,10.1,0
24.02.2017 12:00,0,0,0,0,11,0
24.02.2017 13:00,0,0,0,0,11.5,0
24.02.2017 14:00,0,0,0,0,11.5,0
24.02.2017 15:00,0,0,0,0,10.9,0
24.02.2017 16:00,0,0,0,0,9.9,0
24.02.2017 17:00,30521.40918,30521.40918,30521.40918,30521.40918,8.7,122085.6367
24.02.2017 18:00,24755.44987,24755.44987,24755.44987,24755.44987,8.2,99021.79949
24.02.2017 19:00,22196.54753,22196.54753,22196.54753,22196.54753,7.6,88786.19011
24.02.2017 20:00,21628.21908,21628.21908,21628.21908,21628.21908,7.1,86512.8763
24.02.2017 21:00,21097.28288,21097.28288,21097.28288,21097.28288,6.6,84389.13152
24.02.2017 22:00,26459.33724,26459.33724,26459.33724,26459.33724,6,105837.349
24.02.2017 23:00,19257.98926,19257.98926,19257.98926,19257.98926,5.6,77031.95702
25.02.2017 00:00,17932.61165,17932.61165,17932.61165,17932.61165,5.1,71730.44661
25.02.2017 01:00,17322.74186,17322.74186,17322.74186,17322.74186,4.6,69290.96746
25.02.2017 02:00,16959.30208,16959.30208,16959.30208,16959.30208,4.4,67837.20834
25.02.2017 03:00,16669.0918,16669.0918,16669.0918,16669.0918,4.1,66676.36718
25.02.2017 04:00,16770.60417,16770.60417,16770.60417,16770.60417,4,67082.41667
25.02.2017 05:00,18143.24251,18143.24251,18143.24251,18143.24251,3.8,72572.97005
25.02.2017 06:00,19180.01562,19180.01562,19180.01562,19180.01562,3.8,76720.0625
25.02.2017 07:00,1641.930339,1641.930339,1641.930339,1641.930339,3.9,6567.721355
25.02.2017 08:00,0,0,0,0,5.1,0
25.02.2017 09:00,0,0,0,0,5.9,0
25.02.2017 10:00,0,0,0,0,7.1,0
25.02.2017 11:00,0,0,0,0,7.9,0
25.02.2017 12:00,0,0,0,0,8.6,0
25.02.2017 13:00,0,0,0,0,8.8,0
25.02.2017 14:00,0,0,0,0,8.9,0
25.02.2017 15:00,0,0,0,0,8.4,0
25.02.2017 16:00,0,0,0,0,7.7,0
25.02.2017 17:00,44321.1784,44321.1784,44321.1784,44321.1784,7.1,177284.7136
25.02.2017 18:00,41055.08596,41055.08596,41055.08596,41055.08596,6.5,164220.3438
25.02.2017 19:00,35792.36068,35792.36068,35792.36068,35792.36068,5.9,143169.4427
25.02.2017 20:00,33005.35286,33005.35286,33005.35286,33005.35286,5.3,132021.4115
25.02.2017 21:00,31081.73242,31081.73242,31081.73242,31081.73242,4.8,124326.9297
25.02.2017 22:00,32923.16699,32923.16699,32923.16699,32923.16699,4.2,131692.668
25.02.2017 23:00,24462.13704,24462.13704,24462.13704,24462.13704,3.6,97848.54818
26.02.2017 00:00,22377.00195,22377.00195,22377.00195,22377.00195,3,89508.00781
26.02.2017 01:00,21264.3457,21264.3457,21264.3457,21264.3457,2.4,85057.38282
26.02.2017 02:00,22081.44108,22081.44108,22081.44108,22081.44108,2.1,88325.76432
26.02.2017 03:00,23149.8916,23149.8916,23149.8916,23149.8916,1.8,92599.5664
26.02.2017 04:00,23834.0752,23834.0752,23834.0752,23834.0752,1.5,95336.30078
26.02.2017 05:00,24437.15592,24437.15592,24437.15592,24437.15592,1.3,97748.6237
26.02.2017 06:00,24962.31706,24962.31706,24962.31706,24962.31706,1.3,99849.26824
26.02.2017 07:00,2078.210449,2078.210449,2078.210449,2078.210449,1.6,8312.841797
26.02.2017 08:00,0,0,0,0,2.1,0
26.02.2017 09:00,0,0,0,0,2.9,0
26.02.2017 10:00,0,0,0,0,3.1,0
26.02.2017 11:00,0,0,0,0,3.6,0
26.02.2017 12:00,0,0,0,0,4.3,0
26.02.2017 13:00,0,0,0,0,5,0
26.02.2017 14:00,0,0,0,0,5.4,0
26.02.2017 15:00,0,0,0,0,5.1,0
26.02.2017 16:00,0,0,0,0,4.4,0
26.02.2017 17:00,52175.27668,52175.27668,52175.27668,52175.27668,3.8,208701.1067
26.02.2017 18:00,49481.972,49481.972,49481.972,49481.972,3.7,197927.888
26.02.2017 19:00,48218.46744,48218.46744,48218.46744,48218.46744,3.7,192873.8698
26.02.2017 20:00,43164.375,43164.375,43164.375,43164.375,3.7,172657.5
26.02.2017 21:00,39730.78842,39730.78842,39730.78842,39730.78842,3.6,158923.1537
26.02.2017 22:00,36705.58398,36705.58398,36705.58398,36705.58398,3.6,146822.3359
26.02.2017 23:00,27671.45475,27671.45475,27671.45475,27671.45475,3.8,110685.819
27.02.2017 00:00,25186.99512,25186.99512,25186.99512,25186.99512,4,100747.9805
27.02.2017 01:00,25198.43522,25198.43522,25198.43522,25198.43522,4.2,100793.7409
27.02.2017 02:00,25086.03223,25086.03223,25086.03223,25086.03223,4.3,100344.1289
27.02.2017 03:00,24899.07064,24899.07064,24899.07064,24899.07064,4.5,99596.28256
27.02.2017 04:00,24835.43099,24835.43099,24835.43099,24835.43099,4.6,99341.72395
27.02.2017 05:00,24744.93197,24744.93197,24744.93197,24744.93197,4.7,98979.72787
27.02.2017 06:00,24656.34831,24656.34831,24656.34831,24656.34831,4.8,98625.39323
27.02.2017 07:00,2043.752604,2043.752604,2043.752604,2043.752604,5,8175.010416
27.02.2017 08:00,0,0,0,0,6.3,0
27.02.2017 09:00,0,0,0,0,8.3,0
27.02.2017 10:00,0,0,0,0,10.1,0
27.02.2017 11:00,0,0,0,0,11.2,0
27.02.2017 12:00,0,0,0,0,11.9,0
27.02.2017 13:00,0,0,0,0,12.3,0
27.02.2017 14:00,0,0,0,0,12.8,0
27.02.2017 15:00,0,0,0,0,11.9,0
27.02.2017 16:00,0,0,0,0,11.1,0
27.02.2017 17:00,39781.05208,39781.05208,39781.05208,39781.05208,10.3,159124.2083
27.02.2017 18:00,36693.02278,36693.02278,36693.02278,36693.02278,10.2,146772.0911
27.02.2017 19:00,30700.56218,30700.56218,30700.56218,30700.56218,10.2,122802.2488
27.02.2017 20:00,27231.66927,27231.66927,27231.66927,27231.66927,10.1,108926.6772
27.02.2017 21:00,24692.50228,24692.50228,24692.50228,24692.50228,10,98770.00912
27.02.2017 22:00,27155.98307,27155.98307,27155.98307,27155.98307,10,108623.9323
