time,SimpleDistrict_1_4_7_8_Power_W,SimpleDistrict_10_11_15_16_Power_W,SimpleDistrict_2_3_5_6_Power_W,SimpleDistrict_9_12_13_14_Power_W,T_amb,SimpleDistrict
01.01.2017 00:00,22225.8418,22225.8418,22225.8418,22225.8418,10.6,88903.37418
01.01.2017 01:00,20321.56771,20321.56771,20321.56771,20321.56771,10.5,81286.27767
01.01.2017 02:00,20230.86882,20230.86882,20230.86882,20230.86882,10.3,80923.48088
01.01.2017 03:00,20259.52637,20259.52637,20259.52637,20259.52637,10.1,81038.11084
01.01.2017 04:00,20195.46126,20195.46126,20195.46126,20195.46126,10,80781.84994
01.01.2017 05:00,20077.88965,20077.88965,20077.88965,20077.88965,9.9,80311.5634
01.01.2017 06:00,19884.72396,19884.72396,19884.72396,19884.72396,9.8,79538.90056
01.01.2017 07:00,1646.953776,1646.953776,1646.953776,1646.953776,9.8,6587.815348
01.01.2017 08:00,0,0,0,0,9.8,0
01.01.2017 09:00,0,0,0,0,10.1,0
01.01.2017 10:00,0,0,0,0,10.5,0
01.01.2017 11:00,0,0,0,0,10.9,0
01.01.2017 12:00,0,0,0,0,11.3,0
01.01.2017 13:00,0,0,0,0,11.5,0
01.01.2017 14:00,0,0,0,0,11.5,0
01.01.2017 15:00,0,0,0,0,11.4,0
01.01.2017 16:00,0,0,0,0,11.1,0
01.01.2017 17:00,41802.72524,41802.72524,41802.72524,41802.72524,10.8,167210.902
01.01.2017 18:00,42579.92124,42579.92124,42579.92124,42579.92124,10.5,170319.6872
01.01.2017 19:00,41547.19468,41547.19468,41547.19468,41547.19468,10.2,166188.7821
01.01.2017 20:00,36334.07031,36334.07031,36334.07031,36334.07031,9.9,145336.2871
01.01.2017 21:00,32328.05664,32328.05664,32328.05664,32328.05664,9.6,129312.2314
01.01.2017 22:00,31309.52506,31309.52506,31309.52506,31309.52506,9.3,125238.1019
01.01.2017 23:00,21152.98568,21152.98568,21152.98568,21152.98568,9,84611.94344
02.01.2017 00:00,15173.1364,15173.1364,15173.1364,15173.1364,8.8,60692.54558
02.01.2017 01:00,14548.74268,14548.74268,14548.74268,14548.74268,8.2,58194.9707
02.01.2017 02:00,14168.54427,14168.54427,14168.54427,14168.54427,7.9,56674.17709
02.01.2017 03:00,13790.42676,13790.42676,13790.42676,13790.42676,7.6,55161.70704
02.01.2017 04:00,13580.74577,13580.74577,13580.74577,13580.74577,7.2,54322.98307
02.01.2017 05:00,13456.92774,13456.92774,13456.92774,13456.92774,7,53827.71094
02.01.2017 06:00,13324.73584,13324.73584,13324.73584,13324.73584,6.8,53298.94336
02.01.2017 07:00,1151.014079,1151.014079,1151.014079,1151.014079,6.8,4604.056315
02.01.2017 08:00,0,0,0,0,8,0
02.01.2017 09:00,0,0,0,0,9.4,0
02.01.2017 10:00,0,0,0,0,10.7,0
02.01.2017 11:00,0,0,0,0,11.7,0
02.01.2017 12:00,0,0,0,0,12.3,0
02.01.2017 13:00,0,0,0,0,12.5,0
02.01.2017 14:00,0,0,0,0,12.3,0
02.01.2017 15:00,0,0,0,0,11.6,0
02.01.2017 16:00,0,0,0,0,10.6,0
02.01.2017 17:00,25584.0944,25584.0944,25584.0944,25584.0944,10,102336.3776
02.01.2017 18:00,17272.26497,17272.26497,17272.26497,17272.26497,9.5,69089.05989
02.01.2017 19:00,15146.08187,15146.08187,15146.08187,15146.08187,8.9,60584.32747
02.01.2017 20:00,13761.58561,13761.58561,13761.58561,13761.58561,8.4,55046.34245
02.01.2017 21:00,12806.86702,12806.86702,12806.86702,12806.86702,7.8,51227.46814
02.01.2017 22:00,22117.9318,22117.9318,22117.9318,22117.9318,7.2,88471.72722
02.01.2017 23:00,14878.07536,14878.07536,14878.07536,14878.07536,6.8,59512.30144
03.01.2017 00:00,16815.5625,16815.5625,16815.5625,16815.5625,8,67262.25
03.01.2017 01:00,15956.52262,15956.52262,15956.52262,15956.52262,7.4,63826.0905
03.01.2017 02:00,15391.02637,15391.02637,15391.02637,15391.02637,7,61564.10547
03.01.2017 03:00,14955.44678,14955.44678,14955.44678,14955.44678,6.7,59821.7871
03.01.2017 04:00,14633.89795,14633.89795,14633.89795,14633.89795,6.5,58535.59179
03.01.2017 05:00,14478.14942,14478.14942,14478.14942,14478.14942,6.3,57912.59766
03.01.2017 06:00,15316.26302,15316.26302,15316.26302,15316.26302,6.4,61265.05208
03.01.2017 07:00,1297.796224,1297.796224,1297.796224,1297.796224,6.5,5191.184896
03.01.2017 08:00,0,0,0,0,7.3,0
03.01.2017 09:00,0,0,0,0,7.7,0
03.01.2017 10:00,0,0,0,0,8.4,0
03.01.2017 11:00,0,0,0,0,9.5,0
03.01.2017 12:00,0,0,0,0,9.7,0
03.01.2017 13:00,0,0,0,0,9.9,0
03.01.2017 14:00,0,0,0,0,9.3,0
03.01.2017 15:00,0,0,0,0,8.7,0
03.01.2017 16:00,0,0,0,0,8.2,0
03.01.2017 17:00,38996.22396,38996.22396,38996.22396,38996.22396,7.8,155984.8958
03.01.2017 18:00,31991.55827,31991.55827,31991.55827,31991.55827,7.4,127966.2332
03.01.2017 19:00,28529.52214,28529.52214,28529.52214,28529.52214,6.9,114118.0886
03.01.2017 20:00,26607.0498,26607.0498,26607.0498,26607.0498,6.5,106428.1992
03.01.2017 21:00,25310.67383,25310.67383,25310.67383,25310.67383,6.1,101242.6953
03.01.2017 22:00,30832.4209,30832.4209,30832.4209,30832.4209,5.6,123329.6836
03.01.2017 23:00,21592.28386,21592.28386,21592.28386,21592.28386,5.3,86369.13542
04.01.2017 00:00,14567.2985,14567.2985,14567.2985,14567.2985,8.2,58269.19402
04.01.2017 01:00,14133.2845,14133.2845,14133.2845,14133.2845,7.4,56533.13802
04.01.2017 02:00,13969.90462,13969.90462,13969.90462,13969.90462,6.3,55879.6185
04.01.2017 03:00,13876.87207,13876.87207,13876.87207,13876.87207,6.1,55507.48829
04.01.2017 04:00,13696.20134,13696.20134,13696.20134,13696.20134,5.7,54784.80534
04.01.2017 05:00,13620.80208,13620.80208,13620.80208,13620.80208,5.6,54483.20834
04.01.2017 06:00,12676.82731,12676.82731,12676.82731,12676.82731,5.8,50707.30925
04.01.2017 07:00,991.4029132,991.4029132,991.4029132,991.4029132,5.9,3965.611653
04.01.2017 08:00,0,0,0,0,6.2,0
04.01.2017 09:00,0,0,0,0,6.9,0
04.01.2017 10:00,0,0,0,0,7.3,0
04.01.2017 11:00,0,0,0,0,7.3,0
04.01.2017 12:00,0,0,0,0,7.5,0
04.01.2017 13:00,0,0,0,0,7.5,0
04.01.2017 14:00,0,0,0,0,7.2,0
04.01.2017 15:00,0,0,0,0,6.8,0
04.01.2017 16:00,0,0,0,0,6.4,0
04.01.2017 17:00,41446.07228,41446.07228,41446.07228,41446.07228,6.1,165784.2891
04.01.2017 18:00,35453.85872,35453.85872,35453.85872,35453.85872,5.8,141815.4349
04.01.2017 19:00,31711.45866,31711.45866,31711.45866,31711.45866,5.3,126845.8346
04.01.2017 20:00,29842.02051,29842.02051,29842.02051,29842.02051,4.7,119368.082
04.01.2017 21:00,28769.69401,28769.69401,28769.69401,28769.69401,4.2,115078.776
04.01.2017 22:00,32460.28678,32460.28678,32460.28678,32460.28678,3.7,129841.1471
04.01.2017 23:00,24037.47982,24037.47982,24037.47982,24037.47982,3.6,96149.91926
05.01.2017 00:00,15829.94515,15829.94515,15829.94515,15829.94515,3.9,63319.78059
05.01.2017 01:00,15249.51969,15249.51969,15249.51969,15249.51969,4.3,60998.07877
05.01.2017 02:00,14810.91422,14810.91422,14810.91422,14810.91422,4.9,59243.6569
05.01.2017 03:00,14456.36458,14456.36458,14456.36458,14456.36458,5.3,57825.45834
05.01.2017 04:00,14140.68571,14140.68571,14140.68571,14140.68571,5.5,56562.74283
05.01.2017 05:00,11504.99154,11504.99154,11504.99154,11504.99154,6.6,46019.96614
05.01.2017 06:00,10074.82764,10074.82764,10074.82764,10074.82764,7.5,40299.31054
05.01.2017 07:00,802.4052732,802.4052732,802.4052732,802.4052732,8.5,3209.621093
05.01.2017 08:00,0,0,0,0,9.4,0
05.01.2017 09:00,0,0,0,0,10.8,0
05.01.2017 10:00,0,0,0,0,12.5,0
05.01.2017 11:00,0,0,0,0,14.1,0
05.01.2017 12:00,0,0,0,0,15.3,0
05.01.2017 13:00,0,0,0,0,15.8,0
05.01.2017 14:00,0,0,0,0,16.1,0
05.01.2017 15:00,0,0,0,0,16.2,0
05.01.2017 16:00,0,0,0,0,16.1,0
05.01.2017 17:00,17970.66406,17970.66406,17970.66406,17970.66406,15.7,71882.65626
05.01.2017 18:00,11390.38118,11390.38118,11390.38118,11390.38118,14.8,45561.52474
05.01.2017 19:00,10596.71631,10596.71631,10596.71631,10596.71631,14.3,42386.86527
05.01.2017 20:00,9483.885256,9483.885256,9483.885256,9483.885256,13.8,37935.54102
05.01.2017 21:00,8522.295084,8522.295084,8522.295084,8522.295084,13.3,34089.18034
05.01.2017 22:00,7992.64852,7992.64852,7992.64852,7992.64852,12.8,31970.59408
05.01.2017 23:00,4858.603924,4858.603924,4858.603924,4858.603924,11.8,19434.4157
06.01.2017 00:00,0,0,0,0,10.2,0
06.01.2017 01:00,0,0,0,0,8.8,0
06.01.2017 02:00,0,0,0,0,8.3,0
06.01.2017 03:00,0,0,0,0,8.2,0
06.01.2017 04:00,0,0,0,0,8.8,0
06.01.2017 05:00,0,0,0,0,10,0
06.01.2017 06:00,0,0,0,0,11.4,0
06.01.2017 07:00,0,0,0,0,12.9,0
06.01.2017 08:00,0,0,0,0,14.4,0
06.01.2017 09:00,0,0,0,0,15.9,0
06.01.2017 10:00,0,0,0,0,17.2,0
06.01.2017 11:00,0,0,0,0,18.2,0
06.01.2017 12:00,0,0,0,0,18.9,0
06.01.2017 13:00,0,0,0,0,19.3,0
06.01.2017 14:00,0,0,0,0,19.5,0
06.01.2017 15:00,0,0,0,0,19.4,0
06.01.2017 16:00,0,0,0,0,18.9,0
06.01.2017 17:00,0,0,0,0,18.1,0
06.01.2017 18:00,0,0,0,0,16.9,0
06.01.2017 19:00,0,0,0,0,15.7,0
06.01.2017 20:00,0,0,0,0,14.5,0
06.01.2017 21:00,0,0,0,0,13.3,0
06.01.2017 22:00,0,0,0,0,12.1,0
06.01.2017 23:00,0,0,0,0,11.6,0
07.01.2017 00:00,0,0,0,0,14.3,0
07.01.2017 01:00,0,0,0,0,14.1,0
07.01.2017 02:00,0,0,0,0,13.8,0
07.01.2017 03:00,0,0,0,0,13.8,0
07.01.2017 04:00,0,0,0,0,14,0
07.01.2017 05:00,0,0,0,0,14.3,0
07.01.2017 06:00,0,0,0,0,14.8,0
07.01.2017 07:00,0,0,0,0,15.2,0
07.01.2017 08:00,0,0,0,0,15.5,0
07.01.2017 09:00,0,0,0,0,15.9,0
07.01.2017 10:00,0,0,0,0,16.3,0
07.01.2017 11:00,0,0,0,0,16.6,0
07.01.2017 12:00,0,0,0,0,16.8,0
07.01.2017 13:00,0,0,0,0,17,0
07.01.2017 14:00,0,0,0,0,17,0
07.01.2017 15:00,0,0,0,0,16.9,0
07.01.2017 16:00,0,0,0,0,16.6,0
07.01.2017 17:00,0,0,0,0,16.6,0
07.01.2017 18:00,0,0,0,0,16.2,0
07.01.2017 19:00,0,0,0,0,15.7,0
07.01.2017 20:00,0,0,0,0,14.7,0
07.01.2017 21:00,0,0,0,0,15,0
07.01.2017 22:00,0,0,0,0,14.5,0
07.01.2017 23:00,0,0,0,0,14.3,0
08.01.2017 00:00,0,0,0,0,14.9,0
08.01.2017 01:00,0,0,0,0,13.4,0
08.01.2017 02:00,0,0,0,0,12.5,0
08.01.2017 03:00,0,0,0,0,11.9,0
08.01.2017 04:00,0,0,0,0,12,0
08.01.2017 05:00,0,0,0,0,13.3,0
08.01.2017 06:00,0,0,0,0,14.8,0
08.01.2017 07:00,0,0,0,0,16.4,0
08.01.2017 08:00,0,0,0,0,17.9,0
08.01.2017 09:00,0,0,0,0,19.3,0
08.01.2017 10:00,0,0,0,0,20.6,0
08.01.2017 11:00,0,0,0,0,21.6,0
08.01.2017 12:00,0,0,0,0,22.4,0
08.01.2017 13:00,0,0,0,0,22.8,0
08.01.2017 14:00,0,0,0,0,23,0
08.01.2017 15:00,0,0,0,0,22.9,0
08.01.2017 16:00,0,0,0,0,22.2,0
08.01.2017 17:00,0,0,0,0,21.3,0
08.01.2017 18:00,0,0,0,0,20,0
08.01.2017 19:00,0,0,0,0,18.7,0
08.01.2017 20:00,0,0,0,0,17.1,0
08.01.2017 21:00,0,0,0,0,15.5,0
08.01.2017 22:00,0,0,0,0,13.9,0
08.01.2017 23:00,0,0,0,0,13.1,0
09.01.2017 00:00,0,0,0,0,19,0
09.01.2017 01:00,0,0,0,0,17.8,0
09.01.2017 02:00,0,0,0,0,17.2,0
09.01.2017 03:00,0,0,0,0,16.6,0
09.01.2017 04:00,0,0,0,0,16.2,0
09.01.2017 05:00,0,0,0,0,16.2,0
09.01.2017 06:00,0,0,0,0,16.8,0
09.01.2017 07:00,0,0,0,0,17.6,0
09.01.2017 08:00,0,0,0,0,18.4,0
09.01.2017 09:00,0,0,0,0,18.8,0
09.01.2017 10:00,0,0,0,0,19.6,0
09.01.2017 11:00,0,0,0,0,20,0
09.01.2017 12:00,0,0,0,0,20.3,0
09.01.2017 13:00,0,0,0,0,20.5,0
09.01.2017 14:00,0,0,0,0,20.5,0
09.01.2017 15:00,0,0,0,0,20.3,0
09.01.2017 16:00,0,0,0,0,19.9,0
09.01.2017 17:00,0,0,0,0,19.3,0
09.01.2017 18:00,0,0,0,0,18.7,0
09.01.2017 19:00,0,0,0,0,18,0
09.01.2017 20:00,0,0,0,0,17.2,0
09.01.2017 21:00,0,0,0,0,16.5,0
09.01.2017 22:00,0,0,0,0,15.8,0
09.01.2017 23:00,0,0,0,0,15.5,0
10.01.2017 00:00,0,0,0,0,7.7,0
10.01.2017 01:00,0,0,0,0,6.4,0
10.01.2017 02:00,0,0,0,0,5.7,0
10.01.2017 03:00,1608.473297,1608.473297,1608.473297,1608.473297,5,6433.893189
10.01.2017 04:00,3368.087158,3368.087158,3368.087158,3368.087158,4.5,13472.34863
10.01.2017 05:00,4655.235596,4655.235596,4655.235596,4655.235596,4.4,18620.94238
10.01.2017 06:00,3339.172954,3339.172954,3339.172954,3339.172954,5.5,13356.69181
10.01.2017 07:00,105.9801331,105.9801331,105.9801331,105.9801331,7.4,423.9205323
10.01.2017 08:00,0,0,0,0,9.3,0
10.01.2017 09:00,0,0,0,0,11.3,0
10.01.2017 10:00,0,0,0,0,12.9,0
10.01.2017 11:00,0,0,0,0,14.1,0
10.01.2017 12:00,0,0,0,0,14.9,0
10.01.2017 13:00,0,0,0,0,15.3,0
10.01.2017 14:00,0,0,0,0,15.3,0
10.01.2017 15:00,0,0,0,0,14.5,0
10.01.2017 16:00,0,0,0,0,13.3,0
10.01.2017 17:00,0,0,0,0,11.8,0
10.01.2017 18:00,0,0,0,0,11.1,0
10.01.2017 19:00,0,0,0,0,10.4,0
10.01.2017 20:00,0,0,0,0,9.7,0
10.01.2017 21:00,0,0,0,0,9,0
10.01.2017 22:00,0,0,0,0,8.4,0
10.01.2017 23:00,0,0,0,0,8.1,0
11.01.2017 00:00,22148.88249,22148.88249,22148.88249,22148.88249,3.5,88595.52995
11.01.2017 01:00,21132.51204,21132.51204,21132.51204,21132.51204,2.7,84530.04818
11.01.2017 02:00,20513.62044,20513.62044,20513.62044,20513.62044,2,82054.48178
11.01.2017 03:00,21129.63054,21129.63054,21129.63054,21129.63054,1.4,84518.52214
11.01.2017 04:00,22596.73991,22596.73991,22596.73991,22596.73991,1,90386.95963
11.01.2017 05:00,23851.80339,23851.80339,23851.80339,23851.80339,0.5,95407.21355
11.01.2017 06:00,25001.78483,25001.78483,25001.78483,25001.78483,0.4,100007.1393
11.01.2017 07:00,2104.79362,2104.79362,2104.79362,2104.79362,0.7,8419.17448
11.01.2017 08:00,0,0,0,0,1.1,0
11.01.2017 09:00,0,0,0,0,1.5,0
11.01.2017 10:00,0,0,0,0,1.5,0
11.01.2017 11:00,0,0,0,0,1.6,0
11.01.2017 12:00,0,0,0,0,1.8,0
11.01.2017 13:00,0,0,0,0,2,0
11.01.2017 14:00,0,0,0,0,2.1,0
11.01.2017 15:00,0,0,0,0,1.8,0
11.01.2017 16:00,0,0,0,0,1.3,0
11.01.2017 17:00,57262.01496,57262.01496,57262.01496,57262.01496,0.9,229048.0598
11.01.2017 18:00,55528.66408,55528.66408,55528.66408,55528.66408,0.4,222114.6563
11.01.2017 19:00,55293.2448,55293.2448,55293.2448,55293.2448,-0.1,221172.9792
11.01.2017 20:00,52724.19468,52724.19468,52724.19468,52724.19468,-0.6,210896.7787
11.01.2017 21:00,48966.36784,48966.36784,48966.36784,48966.36784,-1,195865.4714
11.01.2017 22:00,40372.82032,40372.82032,40372.82032,40372.82032,-1.5,161491.2813
11.01.2017 23:00,36338.95573,36338.95573,36338.95573,36338.95573,-1.4,145355.8229
12.01.2017 00:00,37246.33529,37246.33529,37246.33529,37246.33529,2.8,148985.3412
12.01.2017 01:00,35294.11719,35294.11719,35294.11719,35294.11719,2.9,141176.4688
12.01.2017 02:00,33795.21875,33795.21875,33795.21875,33795.21875,2.7,135180.875
12.01.2017 03:00,32873.05957,32873.05957,32873.05957,32873.05957,2.9,131492.2383
12.01.2017 04:00,32269.64551,32269.64551,32269.64551,32269.64551,2.9,129078.582
12.01.2017 05:00,31888.2321,31888.2321,31888.2321,31888.2321,2.3,127552.9284
12.01.2017 06:00,31604.16081,31604.16081,31604.16081,31604.16081,2.7,126416.6432
12.01.2017 07:00,2599.67334,2599.67334,2599.67334,2599.67334,2.9,10398.69336
12.01.2017 08:00,0,0,0,0,3.1,0
12.01.2017 09:00,0,0,0,0,3.4,0
12.01.2017 10:00,0,0,0,0,3.7,0
12.01.2017 11:00,0,0,0,0,4,0
12.01.2017 12:00,0,0,0,0,4,0
12.01.2017 13:00,0,0,0,0,4.2,0
12.01.2017 14:00,174.1759643,174.1759643,174.1759643,174.1759643,4.1,696.7038573
12.01.2017 15:00,2285.179036,2285.179036,2285.179036,2285.179036,3.6,9140.716146
12.01.2017 16:00,4537.781616,4537.781616,4537.781616,4537.781616,3.8,18151.12646
12.01.2017 17:00,60482.17448,60482.17448,60482.17448,60482.17448,3.7,241928.6979
12.01.2017 18:00,57838.7702,57838.7702,57838.7702,57838.7702,3.5,231355.0808
12.01.2017 19:00,56595.20376,56595.20376,56595.20376,56595.20376,2.3,226380.815
12.01.2017 20:00,56061.57748,56061.57748,56061.57748,56061.57748,3.2,224246.3099
12.01.2017 21:00,55323.57944,55323.57944,55323.57944,55323.57944,3.1,221294.3178
12.01.2017 22:00,41020.291,41020.291,41020.291,41020.291,3,164081.164
12.01.2017 23:00,38396.08138,38396.08138,38396.08138,38396.08138,2.4,153584.3255
13.01.2017 00:00,57776.653,57776.653,57776.653,57776.653,-6.4,231106.612
13.01.2017 01:00,57934.16472,57934.16472,57934.16472,57934.16472,-6.1,231736.6589
13.01.2017 02:00,55913.8418,55913.8418,55913.8418,55913.8418,-6,223655.3672
13.01.2017 03:00,54452.80208,54452.80208,54452.80208,54452.80208,-5.9,217811.2083
13.01.2017 04:00,53148.88672,53148.88672,53148.88672,53148.88672,-5.7,212595.5469
13.01.2017 05:00,52241.00196,52241.00196,52241.00196,52241.00196,-5.6,208964.0078
13.01.2017 06:00,51396.36652,51396.36652,51396.36652,51396.36652,-5.5,205585.4661
13.01.2017 07:00,4240.209636,4240.209636,4240.209636,4240.209636,-5.4,16960.83854
13.01.2017 08:00,419.01237,419.01237,419.01237,419.01237,-4.3,1676.049498
13.01.2017 09:00,865.8804116,865.8804116,865.8804116,865.8804116,-2.8,3463.52169
13.01.2017 10:00,1215.696452,1215.696452,1215.696452,1215.696452,-1.2,4862.785859
13.01.2017 11:00,1744.231181,1744.231181,1744.231181,1744.231181,-0.1,6976.924728
13.01.2017 12:00,3982.14624,3982.14624,3982.14624,3982.14624,0.6,15928.58497
13.01.2017 13:00,6517.165528,6517.165528,6517.165528,6517.165528,0.8,26068.66211
13.01.2017 14:00,9334.249188,9334.249188,9334.249188,9334.249188,0.4,37336.99675
13.01.2017 15:00,13438.15267,13438.15267,13438.15267,13438.15267,-0.6,53752.61067
13.01.2017 16:00,16396.77116,16396.77116,16396.77116,16396.77116,-0.6,65587.08464
13.01.2017 17:00,67353.18232,67353.18232,67353.18232,67353.18232,-0.7,269412.7293
13.01.2017 18:00,64380.2168,64380.2168,64380.2168,64380.2168,-0.7,257520.8672
13.01.2017 19:00,62520.49612,62520.49612,62520.49612,62520.49612,-0.8,250081.9845
13.01.2017 20:00,61474.91536,61474.91536,61474.91536,61474.91536,-0.9,245899.6614
13.01.2017 21:00,60783.93816,60783.93816,60783.93816,60783.93816,-0.9,243135.7526
13.01.2017 22:00,46921.1504,46921.1504,46921.1504,46921.1504,-1,187684.6016
13.01.2017 23:00,51798.93488,51798.93488,51798.93488,51798.93488,-1.3,207195.7395
14.01.2017 00:00,49107.17448,49107.17448,49107.17448,49107.17448,-1.6,196428.6979
14.01.2017 01:00,47145.66992,47145.66992,47145.66992,47145.66992,-1.9,188582.6797
14.01.2017 02:00,45684.66928,45684.66928,45684.66928,45684.66928,-2.1,182738.6771
14.01.2017 03:00,44622.0638,44622.0638,44622.0638,44622.0638,-2.2,178488.2552
14.01.2017 04:00,43791.78712,43791.78712,43791.78712,43791.78712,-2.4,175167.1485
14.01.2017 05:00,43117.14452,43117.14452,43117.14452,43117.14452,-2.5,172468.5781
14.01.2017 06:00,42514.6758,42514.6758,42514.6758,42514.6758,-2.6,170058.7032
14.01.2017 07:00,3526.120768,3526.120768,3526.120768,3526.120768,-2.6,14104.48307
14.01.2017 08:00,0,0,0,0,-2.3,0
14.01.2017 09:00,0,0,0,0,-1.9,0
14.01.2017 10:00,631.5674336,631.5674336,631.5674336,631.5674336,-1.5,2526.269765
14.01.2017 11:00,2704.932882,2704.932882,2704.932882,2704.932882,-1.3,10819.73155
14.01.2017 12:00,5992.506916,5992.506916,5992.506916,5992.506916,-1.1,23970.02766
14.01.2017 13:00,8624.884928,8624.884928,8624.884928,8624.884928,-1,34499.53975
14.01.2017 14:00,11467.54346,11467.54346,11467.54346,11467.54346,-1.2,45870.17382
14.01.2017 15:00,14370.54427,14370.54427,14370.54427,14370.54427,-1.5,57482.17709
14.01.2017 16:00,16691.21484,16691.21484,16691.21484,16691.21484,-1.7,66764.85938
14.01.2017 17:00,67501.57228,67501.57228,67501.57228,67501.57228,-2,270006.2891
14.01.2017 18:00,64754.01628,64754.01628,64754.01628,64754.01628,-2.3,259016.0651
14.01.2017 19:00,63235.89844,63235.89844,63235.89844,63235.89844,-2.6,252943.5938
14.01.2017 20:00,62450.26628,62450.26628,62450.26628,62450.26628,-2.9,249801.0651
14.01.2017 21:00,61876.08332,61876.08332,61876.08332,61876.08332,-3.1,247504.3333
14.01.2017 22:00,47724.59504,47724.59504,47724.59504,47724.59504,-3.7,190898.3802
14.01.2017 23:00,53641.34764,53641.34764,53641.34764,53641.34764,-3.7,214565.3906
15.01.2017 00:00,53162.95312,53162.95312,53162.95312,53162.95312,-4.4,212651.8125
15.01.2017 01:00,51120.58396,51120.58396,51120.58396,51120.58396,-4.4,204482.3358
15.01.2017 02:00,49762.07292,49762.07292,49762.07292,49762.07292,-4.3,199048.2923
15.01.2017 03:00,48867.10092,48867.10092,48867.10092,48867.10092,-4.5,195468.4037
15.01.2017 04:00,48247.5716,48247.5716,48247.5716,48247.5716,-4.7,192990.2864
15.01.2017 05:00,47788.84508,47788.84508,47788.84508,47788.84508,-4.8,191155.3803
15.01.2017 06:00,47425.64648,47425.64648,47425.64648,47425.64648,-4.9,189702.5859
15.01.2017 07:00,3940.40332,3940.40332,3940.40332,3940.40332,-5,15761.61328
15.01.2017 08:00,211.6781209,211.6781209,211.6781209,211.6781209,-4.8,846.7124837
15.01.2017 09:00,2439.639567,2439.639567,2439.639567,2439.639567,-4.8,9758.558335
15.01.2017 10:00,7326.974608,7326.974608,7326.974608,7326.974608,-4.5,29307.89845
15.01.2017 11:00,10961.39225,10961.39225,10961.39225,10961.39225,-4.4,43845.56901
15.01.2017 12:00,13982.53239,13982.53239,13982.53239,13982.53239,-4.3,55930.12957
15.01.2017 13:00,16772.53906,16772.53906,16772.53906,16772.53906,-4.4,67090.15626
15.01.2017 14:00,19433.14876,19433.14876,19433.14876,19433.14876,-4.5,77732.59538
15.01.2017 15:00,21878.08724,21878.08724,21878.08724,21878.08724,-4.7,87512.34896
15.01.2017 16:00,23561.72949,23561.72949,23561.72949,23561.72949,-4.5,94246.91797
15.01.2017 17:00,71091.90756,71091.90756,71091.90756,71091.90756,-4.3,284367.6302
15.01.2017 18:00,68892.13804,68892.13804,68892.13804,68892.13804,-4,275568.5522
15.01.2017 19:00,66727.47268,66727.47268,66727.47268,66727.47268,-3.8,266909.8907
15.01.2017 20:00,65476.70312,65476.70312,65476.70312,65476.70312,-3.6,261906.8125
15.01.2017 21:00,64556.87956,64556.87956,64556.87956,64556.87956,-3.5,258227.5182
15.01.2017 22:00,52372.70052,52372.70052,52372.70052,52372.70052,-3.2,209490.8021
15.01.2017 23:00,57006.0104,57006.0104,57006.0104,57006.0104,-3.3,228024.0416
16.01.2017 00:00,57689.09116,57689.09116,57689.09116,57689.09116,-3,230756.3646
16.01.2017 01:00,54972.60676,54972.60676,54972.60676,54972.60676,-2.6,219890.427
16.01.2017 02:00,52293.22788,52293.22788,52293.22788,52293.22788,-2.5,209172.9117
16.01.2017 03:00,50226.46356,50226.46356,50226.46356,50226.46356,-2.4,200905.8542
16.01.2017 04:00,48712.94596,48712.94596,48712.94596,48712.94596,-2.3,194851.7838
16.01.2017 05:00,47543.47136,47543.47136,47543.47136,47543.47136,-2.2,190173.8856
16.01.2017 06:00,46539.41732,46539.41732,46539.41732,46539.41732,-2.1,186157.6693
16.01.2017 07:00,3828.390625,3828.390625,3828.390625,3828.390625,-2.1,15313.5625
16.01.2017 08:00,0,0,0,0,-1.5,0
16.01.2017 09:00,842.5342052,842.5342052,842.5342052,842.5342052,-0.7,3370.13699
16.01.2017 10:00,2244.172465,2244.172465,2244.172465,2244.172465,-0.1,8976.68988
16.01.2017 11:00,5370.455812,5370.455812,5370.455812,5370.455812,0.4,21481.82327
16.01.2017 12:00,7784.188884,7784.188884,7784.188884,7784.188884,0.7,31136.75554
16.01.2017 13:00,9827.257652,9827.257652,9827.257652,9827.257652,0.9,39309.03061
16.01.2017 14:00,12101.83789,12101.83789,12101.83789,12101.83789,0.8,48407.35161
16.01.2017 15:00,14515.46875,14515.46875,14515.46875,14515.46875,0.4,58061.87505
16.01.2017 16:00,16310.55224,16310.55224,16310.55224,16310.55224,0.4,65242.20898
16.01.2017 17:00,67043.9134,67043.9134,67043.9134,67043.9134,0.5,268175.6536
16.01.2017 18:00,63760.76236,63760.76236,63760.76236,63760.76236,0.5,255043.0494
16.01.2017 19:00,61834.19076,61834.19076,61834.19076,61834.19076,0.5,247336.763
16.01.2017 20:00,60636.68492,60636.68492,60636.68492,60636.68492,0.6,242546.7397
16.01.2017 21:00,59772.34896,59772.34896,59772.34896,59772.34896,0.6,239089.3958
16.01.2017 22:00,46520.87108,46520.87108,46520.87108,46520.87108,0.6,186083.4843
16.01.2017 23:00,50283.1836,50283.1836,50283.1836,50283.1836,0.5,201132.7344
17.01.2017 00:00,46839.71288,46839.71288,46839.71288,46839.71288,0.5,187358.8515
17.01.2017 01:00,44805.78644,44805.78644,44805.78644,44805.78644,0.3,179223.1458
17.01.2017 02:00,43372.86068,43372.86068,43372.86068,43372.86068,0.3,173491.4427
17.01.2017 03:00,42029.62696,42029.62696,42029.62696,42029.62696,0.3,168118.508
